rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
45,8.8,Cavalcade of America (TV Series 1952–1957) - IMDb,"
                    Cavalcade of America documented historical events using stories of individual courage, initiative and achievement, often with feel-good dramatizations of the human spirit's triumph against all odds.
            "," James Seay
, Richard Gaines
, Raymond Greenleaf
, Robert Foulk
, Harlan Warde
, Dayton Lummis
, James Best
, Morris Ankrum
, Rhys Williams
, Everett Glass
, Byron Foulger
, Harry Harvey
, John Hoyt
, Paul Keast
, Louis Jean Heydt
, Robert Cornthwaite
, John Hamilton
, Donald Murphy
, Hugh Sanders
, Howard Negley
, Claire Carleton
, Lamont Johnson
, Edgar Buchanan
, Nancy Hale
, Maurice Marsac
, Jonathan Hale
, Stephen Wootton
, Emlen Davies
, James Parnell
, Dan White
, Sam Flint
, Morgan Jones
, Susan Odin
, Patrick O'Moore
, John Dodsworth
, Stacy Keach Sr.
, Booth Colman
, Robin Hughes
, Carl Benton Reid
, Ross Elliott
, Don Kennedy
, Roy Roberts
, Fred Sherman
, Walter Coy
, Pitt Herbert
, Willis Bouchey
, Hugh Beaumont
, Gloria Talbott
, Ray Teal
, Malcolm Atterbury
, John Stephenson
, Michael Winkelman
, Glenn Langan
, John Ericson
, Ruth Lee
, Jean Howell
, Dabbs Greer
, Richard Eyer
, Harry Shannon
, Otto Waldis
, Russell Simpson
, Walter Reed
, Barbara Eiler
, Robert Warwick
, Adrienne Marden
, Alan Wells
, Barbara Wooddell
, Bing Russell
, Lewis Martin
, Jim Hayward
, Tyler McVey
, Richard H. Bauman
, Dick Rich
, Mary Alan Hokanson
, Phil Chambers
, Ann Doran
, Frank Wilcox
, Anthony Jochim
, Whit Bissell
, John Doucette
, Paul Harvey
, Nolan Leary
, Hayden Rorke
, Lyle Talbot
, Ferris Taylor
, Philip Tonge
, Pierre Watkin
, Will Wright
, William Bishop
, Whitfield Connor
, Frank Ferguson
, William Haade
, Lee Van Cleef
, John Wengraf
, Paul E. Burns
, Edith Evanson
, Marjorie Lord
, Gary Gray
, Alan Reynolds
, Aline Towne
, John Close
, Robert Karnes
, Virginia Gregg
, Ralph Moody
, Don Rickles
, Robert Osterloh
, James Nolan
, Reginald Denny
, Danny Chang
, Ward Bond
, Thomas Mitchell
, Noreen Corcoran
, Donald Randolph
, Lon Chaney Jr.
, Steven Geray
, Jean Inness
, Barbara Billingsley
, Sally Brophy
, Claire Du Brey
, Dan Barton
, Ruby Goodwin
, Edward Platt
, Herbert Rudley
, Carolyn Craig
, Johnny Crawford
, Mark Damon
, Sarah Selby
, Frances Bavier
, Michael Hall
, Alec Campbell
, Russell Johnson
, Robert Crosson
, William Swan
, Nestor Paiva
, Charles Meredith
, Brad Morrow
, Louise Lorimer
, Alex Frazer
, Wendy Winkelman
, James Dobson
, Don C. Harvey
, Joi Lansing
, Kenneth MacDonald
, William Forrest
, Robert Bice
, John Bryant
, Edgar Dearing
, Stuart Whitman
, James Griffith
, Dorothea Wolbert
, Edward Colmans
, Ed Kemmer
, Steven Clark
, Edit Angold
, Ralph Reed
, Paul Sorensen
, Jess Kirkpatrick
, Kenneth Donald Murray
, William Johnstone
, Hank Mann
, Clark Howat
, Helen Westcott
, Arthur Franz
, Thomas Browne Henry
, Edward Earle
, John Litel
, David Bond
, Leo Britt
, Burt Mustin
, Harry Cheshire
, Eduard Franz
, Cecil Kellaway
, Earl Lee
, Dan O'Herlihy
, Katherine Warren
, Ross Ford
, Lurene Tuttle
, John Alvin
, Harry Morgan
, Peggy Webber
, Robert Clarke
, Watson Downs
, Gladys Hurlbut
, Betty Lynn
, Peter Mamakos
, Don Megowan
, Emory Parnell
, Randy Stuart
, Howard Wendell
, John Alderson
, Stanley Andrews
, Harris Brown
, Rus Conklin
, Robert Easton
, John Eldredge
, Arthur Gould-Porter
, Walter Kingsford
, Sean McClory
, Charles McGraw
, Vernon Rich
, Trevor Bardette
, Rex Evans
, Lowell Gilmore
, John Kellogg
, Douglas Kennedy
, Grandon Rhodes
, Ben Wright
, Sheila Bromley
, Paul Picerni
, Ted Stanhope
, Florenz Ames
, Richard Loo
, Keye Luke
, Walter Sande
, Barry Bernard
, Marshall Bradford
, Taggart Casey
, King Donovan
, Noel Drayton
, Anthony Eustrel
, Lumsden Hare
, Fred Libby
, Alyn Lockwood
, Rory Mallinson
, John McGovern
, Richard Reeves
, Forrest Taylor
, Gregory Walcott
, Larry Winter
, Coulter Irwin
, Doris Kemper
, George Nader
, Patrick O'Neal
, John Patrick
, Keith Richards
, Harvey Stephens
, Houseley Stevenson
, Albert Szabo
, Louise Arthur
, Peter Reynolds
, Ray Walker
, Don Beddoe
, Virginia Christine
, Lee Erickson
, Harry Lauter
, John McIntire
, James O'Hara
, Peter Adams
, Paul Bryar
, Herbert Deans
, James Flavin
, Richard Hale
, Byron Palmer
, Gregg Palmer
, Steve Pendleton
, Paula Raymond
, Norbert Schiller
, Liam Sullivan
, Phil Tead
, Carleton Young
, Percy Helton
, William F. Leicester
, Joseph V. Perry
, Larry J. Blake
, Cheryl Callaway
, Arthur Space
, Rebecca Welles
",English,"[' Drama', None, None, None, None]",English, Desilu Productions,
8,5.9,Zoo Parade (TV Series 1950–1957) - IMDb,"
                    This Sunday afternoon show was about animals and their behavior. From 1950 to 1955, the show was broadcast from the Lincoln Park Zoo in Chicago, Illinois. From 1955 to 1957, the show ...
                    "," Marlin Perkins
, Jim Hurlbut
",English,"[' Family', ' ', None, None, None]",English, National Broadcasting Company (NBC),
,,Art Linkletter and the Kids (TV Series 1954– ) - IMDb,"
                    "," Art Linkletter
",English,"[' Comedy', None, None, None, None]",English, John Guedel Productions, John Guedel Productions
15,6.4,Masquerade Party (TV Series 1952–1960) - IMDb,"
                    A panel of celebrities met with another celebrity who was in heavy make-up and/or costume; this disguise would always provide clues to the celebrity's actual identity. The panel asked ...
                    "," Johnny Olson
, Bert Parks
, Audrey Meadows
, Sam Levenson
, Faye Emerson
, Peter Donald
, Ilka Chase
, Lee Bowman
, Ogden Nash
, Buff Cobb
",English,"[' Family', ' ', None, None, None]",English, Wolf Productions,
"1,125",7.3,The Adventures of Ozzie and Harriet (TV Series 1952–1966) - IMDb,"
                    Ozzie and Harriet Nelson raise their two sons Ricky and David. As the sons age, they experience teenage dating problems, marriage and careers.
            "," Ozzie Nelson
, Harriet Nelson
, David Nelson
, Ricky Nelson
",USA,"[' Comedy', ' ', None, None, None]",USA, Stage Five Productions,"Selznick International Studios - 9336 W. Washington Blvd., Culver City, California, USA"
14,6.9,Where's Raymond? (TV Series 1953– ) - IMDb,"
                    Ray becomes different characters thru girl's imagination.
            "," Ray Bolger
, Richard Erdman
, Sylvia Lewis
, Marjie Millar
, Christine Nelson
",English,"[' Comedy', None, None, None, None]",English, B & R Enterprises,
94,7.3,Space Patrol (TV Series 1950–1955) - IMDb,"
                    Commander Corey and youthful Cadet Happy roam the 30th century universe in their ship ""Terra"" fighting super-villains Mr. Proteus and Prince Baccarratti and other badguys. Captured badguys ...
                    "," Ed Kemmer
, Lyn Osborn
, Nina Bara
, Ken Mayer
",English,"[' Sci-Fi', ' ', ' Adventure', None, None]",English, American Broadcasting Company (ABC),
"12,936",7.4,I Dream of Jeannie (TV Series 1965–1970) - IMDb,"
                    A United States astronaut finds his life vastly complicated when he stumbles on to a bottle containing a female genie.
            "," Barbara Eden
, Larry Hagman
, Bill Daily
, Hayden Rorke
",USA,"[' Comedy', ' Family', ' Fantasy', None, None]",USA, Screen Gems Television,"Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA"
31,7.4,You Don't Say (TV Series 1963–1975) - IMDb,"
                    Two teams of two players compete against each other to determine the name of a famous person. One member of the team, who knew the answer, would give clues to his or her teammate.
            "," Tom Kennedy
, John Harlan
",English,"[' Game-Show', ' ', None, None, None]",English, American Broadcasting Company (ABC),
6,7.7,"The Sid Caesar, Imogene Coca, Carl Reiner, Howard Morris Special (1967) - IMDb","
                    The cast of ""Your Show Of Shows"" is reunited in several skits that keep true to the style of the show's best material. First, an encounter at a market that leaves Sid battered amid the ...
                    "," Sid Caesar
, Imogene Coca
, Carl Reiner
, Howard Morris
, Billy Williams
, Maggie Mancuso
",English,"[' Comedy', ' ', None, None, None]",English, CBS,
,,Dick Van Dyke Special (TV Movie 1967) - IMDb,"
                    "," Dick Van Dyke
, Phil Erickson
, Ann Morgan Guilbert
",English,"[' Comedy', None, None, None, None]",English,IMDbPro,
"2,101",6.9,Family Affair (TV Series 1966–1971) - IMDb,"
                    Bill's comfortable lifestyle must change when he receives a group of unexpected, long-term, guests.
            "," Brian Keith
, Kathy Garver
, Anissa Jones
, Johnny Whitaker
, Sebastian Cabot
",USA,"[' Comedy', ' Family', None, None, None]",USA, Don Fedderson Productions,"CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA"
488,7.8,The Match Game (TV Series 1962–1969) - IMDb,"
                    This is The 1st Edition of the program. Composed of 2 Teams of 3 Members (2 In-Studio team members and 1 Star Team Captain) are writing answers to an question {e.g.: Name a part of a ...
                    "," Gene Rayburn
, Johnny Olson
",English,"[' Game-Show', ' ', None, None, None]",English, Mark Goodson-Bill Todman Productions,
191,7.9,The Hollywood Palace (TV Series 1964–1970) - IMDb,"
                    Various guest hosts present a musical variety show.
            "," Bing Crosby
, Milton Berle
, Dick Tufeld
, Jimmy Durante
",English,"[' Comedy', ' Family', ' Music', None, None]",English, American Broadcasting Company (ABC),
"1,197",7.8,The Smothers Brothers Comedy Hour (TV Series 1967–1993) - IMDb,"
                    The Smothers Brothers host a comedy variety show that became notorious for its topical satirical humor.
            "," Tom Smothers
, Dick Smothers
, Pat Paulsen
, Peter Cullen
",English,"[' Comedy', ' ', None, None, None]",English, CBS,
238,8.0,The Jackie Gleason Show (TV Series 1966–1970) - IMDb,"
                    Jackie Gleason's last weekly variety series, which alternated between regular variety hours with big name guest stars and musical remakes of old ""The Honeymooners"" sketches.
            "," Jackie Gleason
, Johnny Olson
, The June Taylor Dancers
, Sammy Spear and His Orchestra
, Art Carney
, Sheila MacRae
, Jane Kean
, Greta Randall
, Lanita Kent
, Elaine Richards
, Judith Jordan
",English,"[' Comedy', ' Musical', None, None, None]",English, CBS,
"1,135",8.2,The Dean Martin Show (TV Series 1965–1974) - IMDb,"
                    Dean Martin hosts, with several celebrities as guests. There are musical acts and comedy sketches that break down comedy, racial, and sexual barriers all at the same time.
            "," Dean Martin
",English,"[' Comedy', ' Music', None, None, None]",English, Claude Productions,
293,7.7,Run for Your Life (TV Series 1965–1968) - IMDb,"
                    A successful lawyer ("," Ben Gazzara
",English,"[' Drama', None, None, None, None]",English, Roncom Films,
"6,623",8.3,The Avengers (TV Series 1961–1969) - IMDb,"
                    A quirky spy show of the adventures of eccentrically suave British Agent John Steed and his predominately female partners.
            "," Patrick Macnee
",English," Action, , Crime, Mystery, Romance",English, ABC Weekend Television,
"1,925",7.1,I Spy (TV Series 1965–1968) - IMDb,"
                    A pair of intelligence agents posing as a tennis pro and his coach go on secret missions around the world.
            "," Robert Culp
, Bill Cosby
",English,"[' Action', ' Adventure', ' Comedy', ' Crime', None]",English, Three F Productions,
27,7.0,CBS Playhouse (TV Series 1967– ) - IMDb,"
                    An anthology series of well regarded screenplays. Presenting twelve shows over it's run it showcased many up and coming actors and garnered it's share of Emmy nominations.
            "," Jason Wingreen
, Paulene Myers
, Mildred Trares
",English,"[' Drama', None, None, None, None]",English, CBS,
"8,468",7.9,Hogan's Heroes (TV Series 1965–1971) - IMDb,"
                    The inmates of a German World War II prisoner of war camp conduct an espionage and sabotage campaign right under the noses of their warders.
            "," Bob Crane
, Werner Klemperer
, John Banner
, Richard Dawson
, Larry Hovis
, Robert Clary
, Ivan Dixon
",USA,"[' Comedy', ' War', None, None, None]",USA, Bing Crosby Productions,"Cinema General Studios - 846 N. Cahuenga, Hollywood, Los Angeles, California, USA"
54,7.7,ABC Stage 67 (TV Series 1966–1967) - IMDb,"
                    A weekly anthology of one-hour plays, both original and adapted from literary sources.
            "," Lee Grant
, The Doodletown Pipers
, Arthur Kennedy
, Diahann Carroll
, Alan Arkin
, James Mason
, Geraldine Page
, Anthony Perkins
, Michael Redgrave
, Jason Robards
, Stuart Whitman
, David Frost
, Joseph Julian
, Cliff Robertson
, Olivia de Havilland
, Douglas Fairbanks Jr.
, John Gielgud
, Hugh Griffith
, Donnie Melvin
, Vera Miles
, Joanie Sommers
, Dorothy Stickney
, Dina Merrill
, Jill Bennett
, Theodore Bikel
, Lavinia Cassels
, Tyrone Cooper
, Larry Gates
, Alan King
, Peter Noone
, Connie Stevens
, Albert Finney
, Conrad Nagel
, Charmian Carr
, Christine Marler
, Per Oscarsson
, Steven Perry
, Natalie Schafer
, Kay Walsh
, James Broderick
, Laurence Olivier
, Margaret Bannerman
, Josip Elic
, Robert Emhardt
, Arlene Golonka
, Frankie Howerd
, Morgan Mason
, Maureen Pryor
, Jeff Siggins
, John Baragrey
, Margaret Barker
, Hamilton Dyce
, Lynn Forman
, Peter Howard
, Will Mackenzie
, Charlotte Rae
, Steve Sanders
, Tippy Walker
, Ronnie Corbett
, Dustin Hoffman
, Mark Colleano
, Biff Elliot
, Leonard Elliott
, Win Forman
, Derek Francis
, Jerome Guardino
, Ben Johnson
, Donna Jean Young
, Joan Darling
, Danny La Rue
, David Charkham
, Leonardo Cimino
, Russ McCubbin
, Michael Meola
, Peter Robbins
, Murray Roman
, Jerry Verno
, Denys Palmer
, Ruth White
, James Coco
, Michael Coles
, George Curzon
, L.Q. Jones
, José Pérez
, Dorothy Sands
, Hagen Smith
, Barnard Hughes
, Lulu
, Jill Andre
, Ivan Bonar
, Madge Brindley
, James Dukas
, Lada Edmund Jr.
, Margaretta Warwick
, Robert Gerringer
, Libby Morris
, William Hinnant
, Mark Kearney
, Milburn Shelton
, Joan Tompkins
, Richard Kendrick
, Seth Connors
, Burke Rhind
, Jane Rose
, Carole Mathews
, William Estes
, Rosetta LeNoire
, Martin Murphy
, Jason Gero
, Sally Goldwater
, Anthony Holland
, Stanley Simmonds
, Heidi Rook
, Lew Ayres
, Dorothea MacFarland
, Evelyn Russell
, Pearl Bailey
, Rex Everhart
, Pierre Epstein
, Betty Furness
, Helen Curtis
, Phil Harris
, Barney Martin
, Mercedes McCambridge
, John C. Becher
, Michael Rennie
, Valerie Morrell
, Jackie Robinson
, William Hansen
, Cesar Romero
, Andrew Duncan
, Mort Sahl
, Estelle Winwood
, Joanna Wood
, Philip Coolidge
, Edith King
, Enid Markey
, Judith Lowry
, Beverly Todd
, Janak Khendry
, Willis Pinkett
, David Doyle
, Frank Campanella
, Maxwell Glanville
, Tom Carlin
, Wally Engelhardt
, Roberta Carr
, Gladys Baker
, Larry Blyden
, Ida Bolender
, Wayne Bolender
, Mabel Ella Campbell
, Truman Capote
, Dick Cavett
, Fred Clark
, Brandon De Wilde
, James Dougherty
, James Dybas
, Dana Elcar
, Ann Elder
, Eddie Foy Jr.
, Hugh Franklin
, Thurston Frazier
, Katharine Houghton
, Larry Hovis
, John Huston
, Lou Jacobi
, Delos Jewkes
, Tom Kelley
, Bob Lind
, Harry Lipton
, Pat McCormick
, Inez Melson
, Arthur Miller
, Robert Mitchum
, Eunice Murray
, Joe Namath
, Ricky Nelson
, Phyllis Newman
, Donald O'Connor
, Jack Paar
, The Pair Extraordinaire
, David F. Powers
, Byron Sanders
, Ronnie Schell
, Emilyn Snively
, Lee Strasberg
, Paula Strasberg
, Shelley Winters
, Leon Ames
, Ricky Anderson
, Lauren Bacall
",English,"[' Comedy', ' Drama', ' Musical', None, None]",English, Francis Productions, Francis Productions
