award_title,years,finalist,winner,groups
Outstanding Miniseries or Movie,2011 Awards,Cinema Verite,,"Gavin Polone, (executive producer),, ,Zanne Devine, (executive producer),, ,Karyn McCarthy, (producer)"
Outstanding Miniseries or Movie,2011 Awards,Mildred Pierce,,"Christine Vachon, (executive producer),, ,Pamela Koffler, (executive producer),, ,John Wells, (executive producer),, ,Todd Haynes, (executive producer),, ,Ilene S. Landress, (co-executive producer)"
Outstanding Miniseries or Movie,2011 Awards,The Kennedys,,"Jonathan Koch, (executive producer),, ,Steven Michaels, (executive producer),, ,Jon Cassar, (executive producer),, ,Stephen Kronish, (executive producer),, ,Michael Prupas, (executive producer),, ,Jamie Paul Rock, (executive producer),, ,Joel Surnow, (executive producer),, ,David McKillop, (executive producer),, ,Dirk Hoogstra, (executive producer),, ,Christine Shipton, (executive producer),, ,Tara Ellis, (executive producer),, ,Brian Gibson, (supervising producer)"
Outstanding Miniseries or Movie,2011 Awards,The Pillars of the Earth,,"David A. Rosemont, (executive producer),, ,Jonas Bauer, (executive producer),, ,Tim Halkin, (executive producer),, ,Michael Prupas, (executive producer),, ,David W. Zucker, (executive producer),, ,Rola Bauer, (executive producer),, ,Ridley Scott, (executive producer),, ,Tony Scott, (executive producer),, ,John Ryan, (producer)"
Outstanding Miniseries or Movie,2011 Awards,Too Big to Fail,,"Curtis Hanson, (executive producer),, ,Paula Weinstein, (executive producer),, ,Jeff Levine, (executive producer),, ,Carol Fenelon, (co-executive producer),, ,Ezra Swerdlow, (producer)"
Outstanding Supporting Actor in a Miniseries or Movie,2011 Awards,Guy Pearce,Winner,Mildred Pierce
Outstanding Supporting Actor in a Miniseries or Movie,2011 Awards,Brían F. O'Byrne,,Mildred Pierce
Outstanding Supporting Actor in a Miniseries or Movie,2011 Awards,James Woods,,Too Big to Fail
Outstanding Supporting Actor in a Miniseries or Movie,2011 Awards,Paul Giamatti,,Too Big to Fail
Outstanding Supporting Actor in a Miniseries or Movie,2011 Awards,Tom Wilkinson,,The Kennedys
Outstanding Supporting Actress in a Miniseries or Movie,2011 Awards,Maggie Smith,Winner,Downton Abbey
Outstanding Supporting Actress in a Miniseries or Movie,2011 Awards,Eileen Atkins,,Upstairs Downstairs
Outstanding Supporting Actress in a Miniseries or Movie,2011 Awards,Evan Rachel Wood,,Mildred Pierce
Outstanding Supporting Actress in a Miniseries or Movie,2011 Awards,Mare Winningham,,Mildred Pierce
Outstanding Supporting Actress in a Miniseries or Movie,2011 Awards,Melissa Leo,,Mildred Pierce
"Outstanding Variety, Music Or Comedy Series",2011 Awards,The Daily Show,Winner,"Jon Stewart, (executive producer/host),, ,Rory Albanese, (executive producer),, ,Josh Lieb, (executive producer),, ,Kahane Cooperman, (co-executive producer),, ,Steve Bodow, (co-executive producer),, ,Jennifer Flanz, (co-executive producer),, ,Jim Margolis, (co-executive producer),, ,Pamela DePace, (supervising producer),, ,Hillary Kun, (supervising producer),, ,Adam Lowitt, (supervising producer),, ,Jill Katz, (producer)"
"Outstanding Variety, Music Or Comedy Series",2011 Awards,Conan,,"Jeff Ross, (executive producer),, ,Tracy King, (producer),, ,Mike Sweeney, (producer),, ,Frank Smiley, (supervising producer),, ,Daniel Ferguson, (supervising producer),, ,Rachel Witlieb, (supervising producer),, ,Conan O'Brien, (host)"
"Outstanding Variety, Music Or Comedy Series",2011 Awards,Late Night with Jimmy Fallon,,"Lorne Michaels, (executive producer),, ,Michael Shoemaker, (producer),, ,Gavin Purcell, (supervising producer),, ,Jimmy Fallon, (host)"
"Outstanding Variety, Music Or Comedy Series",2011 Awards,Real Time with Bill Maher,,"Bill Maher, (executive producer/host),, ,Scott Carter, (executive producer),, ,Sheila Griffiths, (executive producer),, ,Brad Grey, (executive producer),, ,Marc Gurvitz, (executive producer),, ,Billy Martin, (executive producer),, ,Dean E. Johnsen, (producer)"
"Outstanding Variety, Music Or Comedy Series",2011 Awards,Saturday Night Live,,"Lorne Michaels, (executive producer),, ,Steve Higgins, (producer),, ,Ken Aymong, (supervising producer)"
"Outstanding Variety, Music Or Comedy Series",2011 Awards,The Colbert Report,,"Stephen Colbert, (executive producer/host),, ,Jon Stewart, (executive producer),, ,Tom Purcell, (executive producer),, ,Meredith Bennett, (co-executive producer),, ,Rich Dahm, (co-executive producer),, ,Tanya Michnevich, (supervising producer),, ,Emily Lazar, (supervising producer),, ,Barry Julien, (supervising producer),, ,Paul Dinello, (supervising producer)"
Exceptional Merit in Nonfiction Filmmaking,2011 Awards,Freedom Riders,Winner,"Stanley Nelson, (produced by),, ,Laurens Grant, (produced by),, ,Mark Samels, (executive producer),, ,Sharon Grimberg, (senior producer)"
Exceptional Merit in Nonfiction Filmmaking,2011 Awards,GasLand,,"Trish Adlesic, (producer),, ,Josh Fox, (producer),, ,Molly Gandour, (producer)"
Exceptional Merit in Nonfiction Filmmaking,2011 Awards,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,,"Rick Goldsmith, (producer),, ,Judith Ehrlich, (producer),, ,Jodie Evans, (executive producer),, ,Sally Jo Fifer, (executive producer for ITVS)"
Outstanding Animated Program,2011 Awards,Futurama,Winner,"Claudia Katz, (produced by),, ,Peter Avanzino, (supervising director/directed by),, ,Ken Keeler, (executive producer),, ,Eric Horsted, (co-executive producer),, ,Lee Supercinski, (produced by),, ,David X. Cohen, (executive producer),, ,Michael Rowe, (co-executive producer),, ,Josh Weinstein, (co-executive producer),, ,Ira Sherak, (assistant director),, ,Matt Groening, (executive producer),, ,Gregg Vanzo, (animation executive producer),, ,Patric M. Verrone, (co-executive producer),, ,Lewis Morton, (written by),, ,Dan Vebber, (co-executive producer),, ,Scott Vanzo, (director of computer graphics)"
Outstanding Animated Program,2011 Awards,Robot Chicken: Star Wars III,,"Seth Green, (executive producer/written by),, ,Matthew Senreich, (executive producer/written by),, ,Keith Crofford, (executive producer),, ,Mike Lazzo, (executive producer),, ,Tom Root, (co-executive producer/head writer),, ,Douglas Goldstein, (co-executive producer/head writer),, ,Alexander Bulkley, (producer),, ,Corey Campodonico, (producer),, ,Ollie Green, (producer),, ,Matthew Ireland Beans, (written by),, ,Hugh Davidson, (written by),, ,Dan Milano, (written by),, ,Mike Fasolo, (written by),, ,Geoff Johns, (written by),, ,Hugh Sterbakov, (written by),, ,Breckin Meyer, (written by),, ,Kevin Shinick, (written by),, ,Zeb Wells, (written by),, ,Chris McKay, (directed by),, ,Savelen Forrest, (animation director)"
Outstanding Animated Program,2011 Awards,South Park,,"Trey Parker, (executive producer/writer/director),, ,Matt Stone, (executive producer),, ,Anne Garefino, (executive producer),, ,Frank C. Agnone II, (supervising producer),, ,Eric Stough, (producer),, ,Bruce Howell, (producer),, ,Adrien Beard, (producer),, ,Vernon Chatman, (producer),, ,Bill Hader, (producer),, ,Ryan Quincy, (animation producer),, ,Jack Shih, (director of animation),, ,Jenny Yu, (director of animation)"
Outstanding Animated Program,2011 Awards,The Cleveland Show,,"Seth MacFarlane, (executive producer),, ,Richard Appel, (executive producer),, ,Mike Henry, (executive producer),, ,Kirker Butler, (co-executive producer/writer),, ,Jonathan Green, (supervising producer),, ,Gabe Miller, (supervising producer),, ,Aseem Batra, (producer),, ,Clarence Livingston, (producer),, ,Kara Vallow, (producer),, ,Brandi Young, (animation producer),, ,Ken Wong, (director),, ,Albert Calleros, (supervising director),, ,Anthony Lioi, (supervising director),, ,Max Martinez, (assistant director),, ,Doug Gallery, (timing supervisor),, ,Maureen Mlynarczyk, (timing supervisor),, ,Eric Bryan, (animation timer),, ,Patrick Buchanan, (animation timer),, ,Jamie H. Huang, (animation timer),, ,Tom Pope, (animation timer)"
Outstanding Animated Program,2011 Awards,The Simpsons,,"James L. Brooks, (executive producer),, ,Matt Groening, (executive producer),, ,Al Jean, (executive producer),, ,Matt Selman, (executive producer),, ,John Frink, (executive producer/written by),, ,Kevin Curran, (co-executive producer),, ,J. Stewart Burns, (co-executive producer),, ,Michael Price, (co-executive producer),, ,Bill Odenkirk, (co-executive producer),, ,Marc Wilmore, (co-executive producer),, ,Joel H. Cohen, (co-executive producer),, ,Rob LaZebnik, (co-executive producer),, ,Matt Warburton, (co-executive producer),, ,Jeff Westbrook, (co-executive producer),, ,Brian Kelley, (co-executive producer),, ,Larina Jean Adamson, (supervising producer),, ,Tom Klein, (animation producer),, ,Matthew Nastuk, (directed by),, ,Mike B. Anderson, (supervising director),, ,Alex Ruiz, (assistant director),, ,Sam Im, (lead animation timer)"
"Outstanding Art Direction for Variety, Music or Nonfiction Programming",2011 Awards,2010 MTV Video Music Awards,Winner,"Florian Andreas Wieder, (production designer),, ,Isabell Rauert, (art director),, ,Tamlyn Wright, (art director)"
"Outstanding Art Direction for Variety, Music or Nonfiction Programming",2011 Awards,American Idol,,"James Yarnell, (production designer),, ,Dave Edwards, (art director)"
"Outstanding Art Direction for Variety, Music or Nonfiction Programming",2011 Awards,Gettysburg,,"Sylvain Gingras, (art director),, ,Emma Eunson, (set decorator)"
"Outstanding Art Direction for Variety, Music or Nonfiction Programming",2011 Awards,Saturday Night Live,,"Eugene Lee, (production designer),, ,Akira Yoshimura, (production designer),, ,Keith Raywood, (production designer),, ,Joe DeTullio, (production designer)"
"Outstanding Art Direction for Variety, Music or Nonfiction Programming",2011 Awards,The 83rd Annual Academy Awards,,"Steve Bass, (production designer),, ,Joe Celli, (art director),, ,Kristen Merlino, (art director)"
Outstanding Art Direction for a Miniseries or Movie,2011 Awards,Mildred Pierce,Winner,"Mark Friedberg, (production designer),, ,Peter Rogness, (art director),, ,Ellen Christiansen, (set decorator)"
Outstanding Art Direction for a Miniseries or Movie,2011 Awards,Downton Abbey,,"Donal Woods, (production designer),, ,Charmian Adams, (art director),, ,Gina Cromwell, (set decorator)"
Outstanding Art Direction for a Miniseries or Movie,2011 Awards,The Kennedys,,"Rocco Matteo, (production designer),, ,Mun Ying Kwun, (art director),, ,Enrico Campana, (set decorator)"
Outstanding Art Direction for a Miniseries or Movie,2011 Awards,Upstairs Downstairs,,"Eve Stewart, (production designer),, ,David Hindle, (art director),, ,Julia Castle, (set decorator)"
Outstanding Art Direction for a Multi-Camera Series,2011 Awards,Hot in Cleveland,Winner,"Michael Hynes, (production designer),, ,Maralee Zediker, (set decorator)"
Outstanding Art Direction for a Multi-Camera Series,2011 Awards,How I Met Your Mother,,"Steve Olson, (production designer),, ,Susan Mina Eschelbach, (set decorator)"
Outstanding Art Direction for a Multi-Camera Series,2011 Awards,Mike & Molly,,"John Shaffner, (production designer),, ,Ann Shea, (set decorator)"
Outstanding Art Direction for a Multi-Camera Series,2011 Awards,Rules of Engagement,,"Bernard Vyzga, (production designer),, ,Jerie Kelter, (set decorator)"
Outstanding Art Direction for a Multi-Camera Series,2011 Awards,The Big Bang Theory,,"John Shaffner, (production designer),, ,Francoise Cherry-Cohen, (art director),, ,Ann Shea, (set decorator)"
Outstanding Art Direction for a Single-Camera Series,2011 Awards,Boardwalk Empire,Winner,"Bob Shaw, (production designer),, ,Doug Huszti, (art director),, ,Debra Schutt, (set decorator)"
Outstanding Art Direction for a Single-Camera Series,2011 Awards,Mad Men,,"Dan Bishop, (production designer),, ,Christopher Brown, (art director),, ,Claudette Didul, (set decorator)"
Outstanding Art Direction for a Single-Camera Series,2011 Awards,Modern Family,,"Richard Berg, (production designer),, ,Amber Haley, (set decorator)"
Outstanding Art Direction for a Single-Camera Series,2011 Awards,The Borgias,,"François Séguin, (production designer),, ,Jonathan McKinstry, (art director),, ,Judit Varga, (set decorator)"
Outstanding Art Direction for a Single-Camera Series,2011 Awards,True Blood,,"Suzuki Ingerslev, (production designer),, ,Catherine Smith, (art director),, ,Laura Richarz, (set decorator)"
Outstanding Casting for a Comedy Series,2011 Awards,Glee,Winner,"Robert J. Ulrich, (casting director),, ,Eric Dawson, (casting director)"
Outstanding Casting for a Comedy Series,2011 Awards,30 Rock,,"Jennifer McNamara, (casting director),, ,Katja Blichfeld, (casting director)"
Outstanding Casting for a Comedy Series,2011 Awards,Modern Family,,"Jeff Greenberg, (casting director)"
Outstanding Casting for a Comedy Series,2011 Awards,Nurse Jackie,,"Julie Tucker, (casting director),, ,Ross Meyerson, (casting director)"
Outstanding Casting for a Comedy Series,2011 Awards,The Big C,,"Julie Tucker, (casting director),, ,Ross Meyerson, (casting director)"
Outstanding Casting for a Drama Series,2011 Awards,Boardwalk Empire,Winner,"Ellen Lewis, (casting director),, ,Meredith Tucker, (casting director)"
Outstanding Casting for a Drama Series,2011 Awards,Game of Thrones,,"Nina Gold, (casting director),, ,Robert Sterne, (casting director)"
Outstanding Casting for a Drama Series,2011 Awards,Mad Men,,"Laura Schiff, (casting director),, ,Carrie Audino, (casting director)"
Outstanding Casting for a Drama Series,2011 Awards,The Good Wife,,"Mark Saks, (casting director)"
Outstanding Casting for a Drama Series,2011 Awards,The Killing,,"Junie Lowry-Johnson, (casting director),, ,Libby Goldstein, (casting director),, ,Stuart Aikins, (casting director - Canada),, ,Corinne Clark, (casting director - Canada),, ,Jennifer Page, (casting director - Canada),, ,Sean Cossey"
"Outstanding Casting for a Miniseries, Movie or a Special",2011 Awards,Mildred Pierce,Winner,"Laura Rosenthal, (casting director)"
"Outstanding Casting for a Miniseries, Movie or a Special",2011 Awards,Cinema Verite,,"Randi Hiller, (casting director)"
"Outstanding Casting for a Miniseries, Movie or a Special",2011 Awards,Downton Abbey,,"Jill Trevellick, (casting director)"
"Outstanding Casting for a Miniseries, Movie or a Special",2011 Awards,Too Big to Fail,,"Alexa L. Fogel, (casting director),, ,Christine Kromer, (casting director)"
"Outstanding Casting for a Miniseries, Movie or a Special",2011 Awards,Upstairs Downstairs,,"Andy Pryor, (casting director)"
"Outstanding Children's Nonfiction, Reality or Reality-Competition Program",2011 Awards,Nick News with Linda Ellerbee,Winner,"Linda Ellerbee, (executive producer),, ,Rolfe Tessem, (executive producer),, ,Wally Berger, (supervising producer),, ,Mark Lyons, (producer),, ,Martin D. Toub, (produced by)"
"Outstanding Children's Nonfiction, Reality or Reality-Competition Program",2011 Awards,Masterclass,,"Lin Arison, (executive producer),, ,Karen Goodman, (produced by),, ,Kirk Simon, (produced by)"
Outstanding Children's Program,2011 Awards,A Child's Garden of Poetry,Winner,"Sheila Nevins, (executive producer),, ,Jacqueline Glover, (supervising producer),, ,Amy Schatz, (produced by),, ,Beth Aala, (producer),, ,Beth Levison, (producer)"
Outstanding Children's Program,2011 Awards,Degrassi: The Next Generation,,"Stephanie Williams, (supervising producer),, ,Stefan Brogren, (producer),, ,Brendon Yorke, (executive producer),, ,David Lowe, (producer),, ,Linda Schuyler, (executive producer),, ,Stephen Stohn, (executive producer)"
Outstanding Children's Program,2011 Awards,Victorious,,"Dan Schneider, (executive producer),, ,Robin Weiner, (supervising producer),, ,Joe Catania, (producer),, ,Bruce Rand Berman, (produced by)"
Outstanding Children's Program,2011 Awards,Wizards of Waverly Place,,"Ben Montanio, (executive producer),, ,Todd J. Greenwald, (executive producer),, ,Richard Goodman, (supervising producer),, ,Perry M. Rein, (co-executive producer),, ,Greg Hampson, (producer),, ,Gigi McCreery, (co-executive producer),, ,Vince Cheung, (executive producer)"
Outstanding Children's Program,2011 Awards,iCarly,,"Dan Schneider, (executive producer),, ,Robin Weiner, (supervising producer),, ,George Doty IV, (supervising producer),, ,Joe Catania, (producer),, ,Bruce Rand Berman, (produced by)"
Outstanding Choreography,2011 Awards,So You Think You Can Dance,Winner,"Mia Michaels, (choreographer)"
Outstanding Choreography,2011 Awards,So You Think You Can Dance,Winner,"Tabitha Dumo, (choreographer),, ,Napoleon Dumo, (choreographer)"
Outstanding Choreography,2011 Awards,Dancing with the Stars,,"Mark Ballas, (choreographer)"
