,rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
586,"115,691",8.5,The Night Of (TV Mini-Series 2016) - IMDb,"
                    After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder.
            "," Riz Ahmed
, Bill Camp
, Payman Maadi
, John Turturro
, Poorna Jagannathan
, Jeannie Berlin
, Syam M. Lafi
, Michael Kenneth Williams
, Amara Karan
, Paul Sparks
, Sofia Black-D'Elia
, David Chen
, David Cheekz Weeks
, Afton Williamson
, Joshua Bitton
, Aaron Moten
, Paulo Costanzo
, Nabil Elouahabi
, Mustafa Shakir
, Lord Jamar
, Esau Pritchett
, J.D. Williams
, Frank Wood
, Chris McKinney
, Ben Shenkman
, Ariya Ghahramani
, Victor Verhaeghe
, Garrett Basch
, Nicholas Zaillian
, Charlie Hudson III
, Donté Bonner
, Brooke Alexandra
, Glenne Headly
, Mohammad Bakri
, Glenn Fleshler
, Don Harvey
, Joseph Badalucco Jr.
, Jeff Wincott
, Steve Cirbus
, Aubrey Joseph
, Jay Ward
, Bryan Burton
, Fisher Stevens
, Chris Perfetti
, Eddie Cooper
, Edwin Lugo
, Frank De Julio
, Mike Figueroa
, Chip Zien
, Ned Eisenberg
, Sticky Fingaz
, Ashley Thomas
, Racquel Bailey
, Hon Jen Two
, Andrew Stewart-Jones
, Adam LeFevre
, Albert Jones
, Joe Egender
, Jack Gilpin
, Joseph Latimore
, Steven Randazzo
, Manny Perez
, Alexis Suarez
, Don Guillory
, Tom Coiner
, Bobby Di Cicco
, Monique Pappas
, Michael Buscemi
, Patch Darragh
, Anthony 'Treach' Criss
, Cliff Moylan
, Geeta Citygirl Chopra
, Chris Cafero
, Donovan Christie Jr.
, Jonny Coyne
, Michael Rivera
, Jason Furlani
, Frank Ridley
, Lennie Loftin
, Nicholas J. Coleman
",USA,"[' Crime', ' Drama', ' Mystery', None, None]",USA, BBC Drama Productions,"New York City, New York, USA"
587,"426,044",8.8,Black Mirror (TV Series 2011– ) - IMDb,"
                    An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.
            "," Daniel Lapaine
, Hannah John-Kamen
, Michaela Coel
, Beatrice Robertson-Jones
, Charles Babalola
",UK,"[' Drama', ' Sci-Fi', ' Thriller', None, None]",UK, Zeppotron,"Los Angeles, California, USA"
588,"16,378",8.5,Feud: Bette and Joan (TV Mini-Series 2017) - IMDb,"
                    Planned anthology series centering on famous feuds, including "," Jessica Lange
, Susan Sarandon
, Judy Davis
, Jackie Hoffman
, Alfred Molina
, Stanley Tucci
, Alison Wright
, Catherine Zeta-Jones
, Dominic Burgess
, Joel Kelley Dauten
, Kathy Bates
, Kiernan Shipka
, Molly Price
, Brooke Star
, Chelsea Summer
, Reed Diamond
, Matthew Glave
, Ken Lerner
, John Rubinstein
, Earlene Davis
, Sonya English
, Billy Meade
, Toby Huss
",USA,"[' Biography', ' ', None, None, None]",USA, Plan B Entertainment,"Los Angeles, California, USA"
589,"49,752",8.6,Atlanta (TV Series 2016– ) - IMDb,"
                    Based in Atlanta, Earn and his cousin Alfred try to make their way in the world through the rap scene. Along the way they come face to face with social and economic issues touching on race, relationships, poverty, status, and parenthood.
            "," Donald Glover
, Brian Tyree Henry
, LaKeith Stanfield
, Zazie Beetz
",USA,"[' Comedy', ' ', ' Music', None, None]",USA, FX Productions,"Atlanta, Georgia"
590,"15,853",8.4,Genius (TV Series 2017– ) - IMDb,"
                    The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius.
            "," Samantha Colley
, Seth Gabel
, Antonio Banderas
, Clémence Poésy
, T.R. Knight
, Michael McElhatton
, Johnny Flynn
, Alex Rich
, Malcolm Barrett
, Patrice Covington
, David Cross
, Omar J. Dorsey
, Cynthia Erivo
, Tina Fears
, Kimberly Hebert Gregory
, Rebecca Naomi Jones
, Shaian Jordan
, Antonique Smith
, T.I.
, Courtney B. Vance
, Sanai Victoria
, Bruno Paviot
",English,"[' Biography', ' ', ' History', None, None]",English, EUE / Sokolow,
591,"1,578",7.4,"""Marple"" Agatha Christie's Marple: The Murder at the Vicarage (TV Episode 2004) - IMDb","
                    No one seems surprised when Colonel Protheroe is found murdered in the local vicarage. Red herrings abound, especially when his widow and her lover both confess to the murder.
            "," Geraldine McEwan
, John Owens
, Jana Carpenter
, Tim McInnerny
, Siobhan Hayes
, Rachael Stirling
, Julian Morris
, Mark Gatiss
, Robert Powell
, Jane Asher
, Janet McTeer
, Derek Jacobi
, Angela Pleasence
, Miriam Margolyes
, Christina Cole
",UK,"[' Crime', ' ', ' Mystery', None, None]",UK, Granada,"Hambleden, Buckinghamshire, England, UK"
592,"148,454",8.5,Big Little Lies (TV Series 2017–2019) - IMDb,"
                    The apparently perfect lives of upper-class mothers, at a prestigious elementary school, unravel to the point of murder when a single-mother moves to their quaint Californian beach town.
            "," Reese Witherspoon
, Nicole Kidman
, Shailene Woodley
, Zoë Kravitz
, Adam Scott
, Laura Dern
, James Tupper
, Alexander Skarsgård
, Jeffrey Nordling
, Iain Armitage
, Darby Camp
, Kathryn Newton
, Cameron Crovetti
, Nicholas Crovetti
, Chloe Coleman
, Ivy George
, Larry Sullivan
, Merrin Dungey
, Kelen Coleman
, P.J. Byrne
, Gia Carides
, Robin Weigert
, Santiago Cabrera
, Larry Bates
, Nelly Buchet
, Meryl Streep
, Douglas Smith
, Sarah Sokolovic
, Kathreen Khavari
, David Monahan
, Joel Spence
, Sarah Baker
, Sarah Burns
, Hong Chau
, Joseph Cross
, Crystal Fox
, Virginia Kull
, Khalilah Joi
, Martin Donovan
, Parker Croft
, Kimmy Shields
, Denis O'Hare
, Mykal-Michelle Harris
, Tim True
",English,"[' Crime', ' Drama', ' Mystery', None, None]",English, Home Box Office (HBO),
593,"49,077",8.3,Godless (TV Mini-Series 2017) - IMDb,"
                    In the 1880s American West murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico - a town inhabited, after a mining disaster, almost entirely by women.
            "," Jack O'Connell
, Michelle Dockery
, Scoot McNairy
, Merritt Wever
, Thomas Brodie-Sangster
, Tantoo Cardinal
, Jeff Daniels
, Adam David Thompson
, Samantha Soule
, Kayli Carter
, Audrey Moore
, Keith Jardine
, Rio Alexander
, Samuel Marty
, Justin Welborn
, Luke Robertson
, Tess Frazer
, Joe Pingue
, Russell Dennis Lewis
, Matthew Dennis Lewis
, Travis Hammer
, Marie Wagenman
, Brian Lee Franklin
, Jeremy Bobb
, Randy Oglesby
, Christiane Seidel
, Julian Grey
, Sophia Silver
, Kim Coates
, Duane Howard
, Michael Earl Reid
, Russell G. Jones
, John Lawlor
, Jessica Sula
, Courtney Cunningham
, Matthew Menalo
, Erik LaRay Harvey
, Elisa Perry
, Rob Morgan
, Barbie Robertson
, Mathew Greer
, Marceline Hugot
, Lela Rose Allen
, Sam Waterston
, Christopher Fitzgerald
, John Wylie
, Gene Jones
, Griffin Kane
, Michael Horse
, Nathan Darrow
, Rachel Singer
, Emily Green
, Whitney Able
, Shawn-Caulin Young
, Ali Agirnas
, Trine Christensen
, Sarah Minnich
",English,"[' Drama', ' Western', None, None, None]",English, Netflix,
594,"1,511",7.5,"""Marple"" A Murder Is Announced (TV Episode 2005) - IMDb","
                    The villagers of Chipping Cleghorn are summoned by a newspaper notice to the house of Letitia Blacklock, anticipating a murder game. But things become too real when someone is shot dead.
            "," Geraldine McEwan
, Christian Coulson
, Cherie Lunghi
, Robert Pugh
, Keeley Hawes
, Zoë Wanamaker
, Claire Skinner
, Frances Barber
, Elaine Paige
, Matthew Goode
, Sienna Guillory
, Catherine Tate
, Christian Rubeck
, Alexander Armstrong
, Richard Dixon
",UK,"[' Crime', ' ', ' Mystery', None, None]",UK, Granada,"Dorchester Abbey, Dorchester-on-Thames, Oxfordshire, England, UK"
595,"416,465",8.7,Westworld (TV Series 2016– ) - IMDb,"
                    Set at the intersection of the near future and the reimagined past, explore a world in which every human appetite can be indulged without consequence.
            "," Thandie Newton
, Jeffrey Wright
, Ed Harris
, Evan Rachel Wood
, Tessa Thompson
, James Marsden
, Luke Hemsworth
, Angela Sarafyan
, Anthony Hopkins
, Simon Quarterman
, Rodrigo Santoro
, Shannon Woodward
, Talulah Riley
, Jimmi Simpson
, Ptolemy Slocum
, Leonardo Nam
, Ingrid Bolsø Berdal
, Ben Barnes
",USA,"[' Drama', ' Mystery', ' Sci-Fi', None, None]",USA, Bad Robot,"Los Angeles, California, USA"
596,51,8.0,America's Deadliest Season: Alaskan Crab Fishing (TV Mini-Series 2004– ) - IMDb,"
                    A documentary special about America's deadliest profession: crab fishing in the Bering Sea.
            ",,English,"[' Documentary', None, None, None, None]",English, Original Productions,
597,"1,769",7.1,"""Marple"" Agatha Christie's Marple (TV Episode 2004) - IMDb","
                    Dolly Bantry calls upon her old friend Miss Marple when the strangled corpse of an unknown blonde girl is found in the library of her home, Gossington Hall.
            "," Geraldine McEwan
, Ian Richardson
, Tara Fitzgerald
, Jamie Theakston
, Giles Oldershaw
, Florence Hoath
, Joanna Lumley
, James Fox
, Simon Callow
, Ben Miller
, Emma Cooke
, Robin Soans
, Bruce Mackinnon
, Jack Davenport
, Mary Stockley
",UK,"[' Crime', ' ', ' Mystery', None, None]",UK, Granada,"Dorney Court, Dorney, Buckinghamshire, England, UK"
598,"1,480",7.4,"""Marple"" Marple: What Mrs. McGillicuddy Saw (TV Episode 2004) - IMDb","
                    Miss Marple investigates the wealthy Crackenthorpe clan, believing a body to be hidden on their estate after a visiting friend witnesses a brutal strangling murder occurring on a passing train.
            "," Geraldine McEwan
, Griff Rhys Jones
, David Warner
, Niamh Cusack
, Ben Daniels
, Charlie Creed-Miles
, Ciarán McMenamin
, Pam Ferris
, Tim Stern
, Michael Landes
, Kurtis O'Brien
, Toby Marlow
, Rob Brydon
, Rose Keegan
, Pip Torrens
",UK,"[' Crime', ' ', ' Mystery', None, None]",UK, Granada,"Chiswick House, Chiswick, London, UK"
599,"1,535",6.9,3: The Dale Earnhardt Story (TV Movie 2004) - IMDb,"
                    Barry Pepper portrays legendary race car drive Dale Earnhardt, who died in 2001 during the last lap of the Daytona 500.
            "," Barry Pepper
, Elizabeth Mitchell
, Ernest Whitted
, Andrea Powell
, Sean Bridgers
, David Lewis Brooks
, Russell Brooks
, Joe Chrest
, Russell Cook
, Teresa Delgado
, Tony Devon
, Thunderbird Dinwiddie
, Tricia Dyar
, Corri English
, Michael Flippo
",USA,"[' Biography', ' Drama', ' Sport', None, None]",USA, ESPN (Entertainment & Sports Programming Network),"Charlotte, North Carolina, USA"
600,"1,897",5.8,Hercules (TV Mini-Series 2005– ) - IMDb,"
                    A chronicle of the life of the Greek hero who after killing his three sons must perform five labors to repent.
            "," Paul Telfer
, Elizabeth Perkins
, Sean Astin
, Leeanna Walsman
, Kristian Schmid
, Kim Coates
, Jamie Croft
, Luke Ford
, Tyler Mane
, Robert Taylor
, Timothy Dalton
, Leelee Sobieski
, John Bach
, Peter McCauley
, André de Vanny
, Maria Cristina Heller
, Jacy Lewis
, Susan Stenlake
, Trent Sullivan
, Phil Grieve
, Vanessa Stacey
, Bruce Allpress
, Jeff Szusterman
, Rachael Taylor
, Richard Anderton
, Emily Andrews
, Melissa Ariss
, Rachel Atkinson
, Millen Baird
, Jessica Body
, Alice Bowden
, Kristel Bowden
, Carlissa Candy
, David Cassin
, Michael Cassin
, Phillip Cassin
, Robert Clotworthy
, Ginny Cocker
, Madeline Cooper
, Clancy Croft
, Jacqui Dunn
, Geraldine Franklin
, Caroline Grey
, Charene Griggs
, Jacob Hobbs
, Zachary Hobbs
, Lucy Hopes
, Marco Irvan
, Rio Irvan
, Sarah Knox
, Susan Lay
, Mandi Lodge
, Seonid Lyons
, Austin Majors
, Linda McFetridge
, Jack Milmine
, Thomas Milmine
, Scotty Morrison
, Dinah Priestley
, Dan Purdey
, Ruby Read
, Megan Sayer-Roberts
, Shanti Sherson
, Jessica Shipman
, Shannon Small
, William Snow
, Claire Stanley
, Kate Stevenson
, Rose Tapper
, Malèna Tornatore
, Anita Torrance
, Charlotte Vodanovich
, Madeleine West
, Sian Woodger
, Tyler Zahorodny
",English,"[' Adventure', ' Drama', ' Fantasy', None, None]",English, Hallmark Entertainment,
601,"4,074",8.3,Empire of Dreams: The Story of the 'Star Wars' Trilogy (Video 2004) - IMDb,"
                    An in-depth making of documentary about the original Star Wars trilogy, covering the productions of the three films and their impact on popular culture.
            "," Robert Clotworthy
, Walter Cronkite
, George Lucas
, Steven Spielberg
, Irvin Kershner
, Howard G. Kazanjian
, Gary Kurtz
, Leo Braudy
, Bill Moyers
, Carrie Fisher
, Gareth Wigan
, Alan Ladd Jr.
, Ralph McQuarrie
, Richard Edlund
, Steve Gawley
",English,"[' Documentary', ' ', ' Sci-Fi', None, None]",English, Prometheus Entertainment,
602,904,7.1,Pompeii: The Last Day (TV Movie 2003) - IMDb,"
                    A dramatized recreation of the destruction of Pompeii and Herculaneum when Mount Vesuvius erupted in 79 AD.
            "," Alisdair Simpson
, Tim Pigott-Smith
, Jim Carter
, Jonathan Firth
, Rebecca Norton
, Inika Leigh Wright
, Martin Hodgson
, Rachel Atkins
, Robert Whitelock
, Chad Shepherd
, Katherine Whitburn
, Chrissie Cotterill
, Leigh Jones
, George Antoni
, F. Murray Abraham
",UK,"[' Drama', ' ', None, None, None]",UK, BBC / TLC / NDR,"Monastir, Tunisia"
603,230,6.2,Back When We Were Grownups (TV Movie 2004) - IMDb,"
                    ""Once upon a time, there was a woman who discovered that she had turned into the wrong person."" Based on Anne Tyler's novel, the movie centers on Rebecca Davitch, a 53-year-old single ...
                    "," Blythe Danner
, Faye Dunaway
, Peter Fonda
, Jack Palance
, Peter Riegert
, Ione Skye
, Betsy Brandt
, Stacy Edwards
, Blake Lindsley
, Julio Oscar Mechoso
, Nina Foch
, Anjul Nigam
, Cameron Watson
, Mark Fite
, Oded Gross
",USA,"[' Drama', ' ', None, None, None]",USA, Hallmark Hall of Fame Productions,"Los Angeles, California, USA"
604,"1,150",5.7,"I Love You, America (TV Series 2017– ) - IMDb","
                    Comedic genius Sarah Silverman is at it again with a new show that delivers hilarious comedy and at the same time works to spread the message that people should not be divided by their differences in beliefs.
            "," Sarah Silverman
",USA,"[' Comedy', ' Talk-Show', None, None, None]",USA, Gary Sanchez Productions,
605,"16,307",8.3,Who Is America? (TV Series 2018) - IMDb,"
                    Sacha Baron Cohen offers his take on America's patriotism.
            "," Sacha Baron Cohen
, Roy Elghanayan
, Emanuela Postacchini
",USA,"[' Comedy', None, None, None, None]",USA, Four by Two Films,
606,"9,871",8.3,Hannah Gadsby: Nanette (2018) - IMDb,"
                    Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil.
            "," Hannah Gadsby
",Australia,"[' Documentary', ' ', None, None, None]",Australia, Guesswork Television,"Sydney Opera House - 2 Macquarie Street, Sydney, New South Wales, Australia"
607,814,7.6,At Home with Amy Sedaris (TV Series 2017– ) - IMDb,"
                    Amy Sedaris applies her distinctive, sincere brand of silliness to a mash-up of hospitality, variety, and talk-show formats, showcasing her diverse, necessary homemaking skills.
            "," Amy Sedaris
, Cole Escola
",USA,"[' Comedy', None, None, None, None]",USA, A24,
608,"1,479",7.2,Wanda Sykes: Not Normal (2019) - IMDb,"
                    Wanda Sykes, delivers a sharp-witted and hilarious critique on the state of the world, addressing her perspective on the current political and cultural climate, which she can only describe as, well - not normal.
            "," Wanda Sykes
",,"[' Comedy', ' ', None, None, None]",See more, Push It Productions, Push It Productions
609,"3,410",5.2,Amy Schumer: Growing (2019) - IMDb,"
                    Amy Schumer's live stand-up set performed in Chicago where she jokes about marriage, pregnancy and personal growth.
            "," Amy Schumer
",English,"[' Comedy', ' ', None, None, None]",English, It's So Easy Productions,
610,"4,498",7.6,Adam Sandler: 100% Fresh (2018) - IMDb,"
                    "," Adam Sandler
, Rob Schneider
, Dan Bulla
",English,"[' Comedy', ' ', None, None, None]",English, Irwin Entertainment,
