rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
581,8.1,We Are the World (TV Movie 1985) - IMDb,"
                    In 1984, British and Irish pop stars united for the cause of Ethiopian famine relief as "," Jane Fonda
, Dan Aykroyd
, Harry Belafonte
, Kim Carnes
, Ray Charles
, Bob Dylan
, Sheila E.
, Bob Geldof
, Daryl Hall
, James Ingram
, Michael Jackson
, Al Jarreau
, Billy Joel
, Louis Johnson
, Quincy Jones
",English,"[' Documentary', ' ', None, None, None]",English, Golin-Malley Productions,
20,8.1,Planet Earth (TV Series 1986– ) - IMDb,"
                    "," Richard Kiley
",English,"[' Documentary', None, None, None, None]",English, National Academy of Sciences,
,,Winds of Everest (TV Movie 1985) - IMDb,"
                    "," John Denver
, Phil Ershler
, John Roskelley
, Lou Whittaker
, Jim Wickwire
",,"[' Documentary', None, None, None, None]",See more, PAL Productions Inc.,
22,6.2,An All-Star Celebration Honoring Martin Luther King Jr. (1986) - IMDb,"
                    "," Debbie Allen
, Joan Baez
, Harry Belafonte
, Bill Cosby
, Andraé Crouch
, Neil Diamond
, Richard Dreyfuss
, Bob Dylan
, Amy Grant
, Dick Gregory
, Charlton Heston
, Gregory Hines
, Quincy Jones
, Coretta Scott King
, Patti LaBelle
",English,"[' Documentary', ' ', None, None, None]",English, National Broadcasting Company (NBC), National Broadcasting Company (NBC)
246,8.7,In Search of the Trojan War (TV Mini-Series 1985– ) - IMDb,"
                    Over six hour-long programs, Michael Wood marshals the disparate strands of evidence to present as fully rounded a portrait as possible of both the historical and the legendary city of Troy...
                    "," Michael Wood
",English,"[' Documentary', ' ', None, None, None]",English, British Broadcasting Corporation (BBC),
22,8.0,Oceanquest (TV Series 1985– ) - IMDb,"
                    An adventurer-filmmaker-diver recruits a former Miss Universe to travel with him to explore the wonder and terror of the world's oceans. A classic pseudo-documentary, with scenes shot live ...
                    "," Shawn Weatherly
, Al Giddings
",English,"['Doug Clark <sirah@aol.com>', None, None, None, None]",English, Centerpoint Productions,
208,7.9,The Spencer Tracy Legacy: A Tribute by Katharine Hepburn (TV Movie 1986) - IMDb,"
                    Spencer Tracy and Katherine Hepburn formed one of the greatest couples of Hollywood's Golden Era -- both on screen and off.
            "," Joan Bennett
, Katharine Hepburn
, Angela Lansbury
, Elizabeth Taylor
, Richard Widmark
, Joanne Woodward
, Freddie Bartholomew
, Ernest Borgnine
, Charles Champlin
, John Philip Dayton
, Clark Gable
, Jean Harlow
, Garson Kanin
, Stanley Kramer
, Myrna Loy
",English,"[' Documentary', ' Biography', None, None, None]",English, Educational Broadcasting Corporation,
545,8.9,Nature (TV Series 1982– ) - IMDb,"
                    Documentary series exploring various global wildlife issues and subjects.
            "," F. Murray Abraham
, Chris Morgan
, George Page
",USA,"[' Documentary', ' ', None, None, None]",USA, Rubin Tarrant Productions,
,,The Verdi Requiem (1986) - IMDb,"
                    "," Lorin Maazel
, Susan Dunn
, Ildikó Komlósi
, Luciano Pavarotti
, Paata Burchuladze
, Opera Compnay of Philadelphia Chorus
, The Philadelphia Orchestra
, Baltimore Symphony Chorus
, Choral Arts Philadelphia
, Temple University Choirs
",English,"[' Music', ' ', None, None, None]",English, D'Alessio Productions,
,,Gala of Stars 1986 (1986) - IMDb,"
                    Seventh annual PBS fund-raising Gala of Stars, featuring well known artists from the concert, opera and ballet worlds.
            "," James Levine
, Francisco Araiza
, Agnes Baltsa
, Kathleen Battle
, Fernando Bujones
, Peter Dvorský
, Mirella Freni
, Edita Gruberova
, Gwyneth Jones
, Alfredo Kraus
, Monique Loudières
, Christa Ludwig
, Julia Migenes
, Helga Müller-Molinari
, Leo Nucci
",English,"[' Documentary', ' ', None, None, None]",English, Österreichischer Rundfunk (ORF), Österreichischer Rundfunk (ORF)
802,7.9,Kane & Abel (TV Mini-Series 1985) - IMDb,"
                    Kane and Abel are born on the same day the same year on each side of the Atlantic. William Kane is born in one of the richest families of Boston and grows up to be a banker on Wall Street. ...
                    "," Peter Strauss
, Sam Neill
, Ron Silver
, David Dukes
, Fred Gwynne
, Thomas Byrd
, Alberta Watson
, Reed Birney
, Vyto Ruginis
, Jill Eikenberry
, Richard Anderson
, Kate McNeil
, Veronica Hamel
",English,"[' Drama', ' ', None, None, None]",English, Schreckinger Communications Company,
357,7.3,Mussolini: The Untold Story (TV Mini-Series 1985– ) - IMDb,"
                    The rise and fall of the Italian fascist dictator, Benito Mussolini.
            "," George C. Scott
, David Suchet
",English,"[' Drama', ' ', None, None, None]",English, Triangle Productions,
481,7.4,Out on a Limb (TV Mini-Series 1987) - IMDb,"
                    The supposed true story of Shirley MacLaine's experience with a spiritual awakening.
            "," Shirley MacLaine
, Charles Dance
, John Heard
, Anne Jackson
",English,"[' Biography', ' ', ' Romance', None, None]",English, The Stan Margulies Company,
654,7.5,Stingray (TV Series 1985–1989) - IMDb,"
                    ""Ray"", a man of mystery, gets people out of trouble, asking for favors in return.
            "," Nick Mancuso
",English,"[' Crime', ' ', ' Mystery', ' Thriller', None]",English, Stephen J. Cannell Productions,
7,7.0,Keep on Cruisin' (TV Series 1987– ) - IMDb,"
                    "," Kent Chantung
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
12,8.8,Scared Straight! 10 Years Later (TV Movie 1987) - IMDb,"
                    A follow up to the 1978 documentary. Wherein we take a look at the kids who were sent to a prison and were subjected to the words of the convicts in the prison in hopes of getting them to ...
                    ",,English,"[' Documentary', ' ', None, None, None]",English,IMDbPro,
"35,078",7.7,MacGyver (TV Series 1985–1992) - IMDb,"
                    The adventures of a secret Agent armed with almost infinite scientific resourcefulness.
            "," Richard Dean Anderson
, Dana Elcar
",USA,"[' Action', ' Adventure', ' Crime', ' Drama', None]",USA, Henry Winkler/John Rich Productions,"Arco Center Towers - 200 & 300 Oceangate, Long Beach, California, USA"
,,Smithsonian World (TV Series 1984– ) - IMDb,"
                    "," David McCullough
",English,"[' Documentary', None, None, None, None]",English, Smithsonian Institution,
"1,822",8.6,At the Movies (TV Series 1986–2010) - IMDb,"
                    Chicago critics Gene Siskel and Roger Ebert rate new movies with a thumbs up, or a thumbs down.
            "," Roger Ebert
, Gene Siskel
, Richard Roeper
",English,"[' Talk-Show', ' ', None, None, None]",English, Buena Vista Television,
511,8.7,Unknown Chaplin (TV Mini-Series 1983– ) - IMDb,"
                    Using in part rare out-take footage, the film-making methods and techniques of Charles Chaplin are explored.
            "," James Mason
, Hans-Joachim Kulenkampff
",UK,"[' Documentary', ' ', None, None, None]",UK, Thames Television,
"11,038",6.5,Who's the Boss? (TV Series 1984–1992) - IMDb,"
                    Tony Micelli, a retired baseball player, becomes the housekeeper of Angela Bower, an advertising executive in New York. Together they raise their kids, Samantha Micelli and Jonathan Bower, with help from Mona Robinson, Angela's man-crazy mother.
            "," Tony Danza
, Judith Light
, Alyssa Milano
, Danny Pintauro
, Katherine Helmond
",English,"[' Comedy', ' ', ' Romance', None, None]",English, Embassy Television,
128,8.5,The Story of English (TV Mini-Series 1986– ) - IMDb,"
                    A work of profound scholarship and powerful storytelling from host Robert MacNeil, this classic nine-part PBS series remains one of the great narratives of linguistic studies-and is now ...
                    "," John Barton
, Richard Bebb
, Penny Downie
, Peter Hall
, Michael Hordern
, Robert MacNeil
, The Medieval Players
, Christopher Page
, Mary Tamm
",English,"[' Documentary', None, None, None, None]",English, British Broadcasting Corporation (BBC), British Broadcasting Corporation (BBC)
11,7.8,The 29th Annual Grammy Awards (1987) - IMDb,"
                    "," Gregory Abbott
, Burt Bacharach
, Anita Baker
, The Bangles
, Kathleen Battle
, Carole Bayer Sager
, Beastie Boys
, Larry Blackmon
, Rubén Blades
, Kim Carnes
, Peter Cetera
, Ry Cooder
, Robert Cray
, Billy Crystal
, Miles Davis
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
32,7.7,The Cavanaughs (TV Series 1986–1989) - IMDb,"
                    Showgirl Kit Cavanaugh moves back to Boston after her brother Chuck is widowed. Clashing with her estranged dad Francis, she focuses on her nephews--priest Chuck Jr. and twins Kevin and John--plus shy niece Mary Margaret.
            "," Barnard Hughes
, Peter Michael Goetz
, Mary Tanner Bailey
, John Short
, Parker Jacobs
, Danny Cooksey
, Christine Ebersole
",English,"[' Comedy', ' ', None, None, None]",English, Paramount Television,
"95,468",8.0,Married... with Children (TV Series 1987–1997) - IMDb,"
                    Al Bundy is a misanthropic women's shoe salesman with a miserable life. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.
            "," Ed O'Neill
, Katey Sagal
, Amanda Bearse
, Christina Applegate
, David Faustino
, Buck
, Ted McGinley
",USA,"[' Comedy', ' ', None, None, None]",USA, Embassy Television,"ABC Television Center - 4151 Prospect Avenue, Los Angeles, California, USA"
293,7.1,Murder Ordained (TV Movie 1987) - IMDb,"
                    Based on the true story of a bedroom-eyed Kansas preacher who decided that getting rid of his wife, and his secretary's husband, was the will of the Lord.
            "," Keith Carradine
, JoBeth Williams
, Kathy Bates
, Guy Boyd
, Terence Knox
, Darrell Larson
, John Goodman
, Annabella Price
, Robert Harper
, Margot Rose
, M. Emmet Walsh
, Terry Kinney
, Anne E. Curry
, Bruce French
, Lee Garlington
",English,"[' Crime', ' ', None, None, None]",English, Braun Entertainment Group,
58,7.7,The Bronx Zoo (TV Series 1987–1988) - IMDb,"
                    Elderly white principal of a Bronx high school that's in a rough black and Latino neighborhood tries to keep everyone's spirits up, despite having to deal with unmotivated teachers and disinterested students.
            "," Edward Asner
, David Wilson
, Kathleen Beller
, Nicholas Pryor
, Mykelti Williamson
, Kathryn Harrold
, Oliver Theess
, Jerry Levine
, Gail Boggs
, Tyra Ferrell
, Betty Karlen
, Adam Carl
",English,"[' Drama', ' ', None, None, None]",English, Paramount Television, Paramount Television
334,7.3,The Hugga Bunch (TV Movie 1985) - IMDb,"
                    A girl travels through her mirror into HuggaLand to find a way to keep her grandmother, the only one who knows how to hug, young.
            "," Gennie James
, Natalie Masters
, Terry Castillo
, Tony Urbano
, Aarika Wells
, Carl Steven
, Susan Mullen
, Mark Withers
, Kelly Britt
",English,"[' Family', ' ', None, None, None]",English, Filmfair Communications, Filmfair Communications
351,7.0,I'll Take Manhattan (TV Mini-Series 1987) - IMDb,"
                    Maxi Amberville tries to save the magazine empire her father built, but her treacherous uncle stands in her way.
            "," Valerie Bertinelli
, Barry Bostwick
, Francesca Annis
, Jane Kaczmarek
, Jack Scalia
, Paul Hecht
, Tim Daly
, Julianne Moore
, Adam Storke
, Perry King
, Ken Olin
, Kate Vernon
, Brett Cullen
, Lynne Griffin
, Georgia Slowe
, Adam LeFevre
, Doug Davidson
, Staci Keanan
, Barbara Barrie
, Fritz Weaver
, Donald Trump
, Katharine Houghton
, John Colicos
, Louis Guss
, Robert Milli
, Corinne Bohrer
, Robert Addie
, Walter Gotell
, Eddie Jones
, Hillary Wolf
, Sean McCann
, Barry Flatman
, David McIlwraith
, Lolita Davidovich
, Billy Van
, Jennifer Daniel
, Chris Noth
, Rita Fredricks
, Alisan Porter
, Aubrey Woods
, Carol Gillies
, Robert Christie
, Robin Ward
, David Clement
, Lucetta Jenison
, Chris Cattell
, Derek Bowerman
, Paul Craig
, Chuck Shamata
, Ted Simonett
, Matt Birman
, Nadia Capone
, Sharry Flett
, Lisa Howard
, Keram Malicki-Sánchez
",English,"[' Drama', ' ', None, None, None]",English, I'll Take Manhattan Productions,
7,5.3,The Brain (TV Series 1983– ) - IMDb,"
                    ",,English,"[' Documentary', None, None, None, None]",English, Antenne 2 (A2),
85,5.4,Seduced (TV Movie 1985) - IMDb,"
                    A romantic thriller involving an ambitious attorney and the old flame with whom he resumes his passionate love affair of years before, only that now she is married to a powerful millionaire whose subsequent murder complicates matters.
            "," Gregory Harrison
, Cybill Shepherd
, José Ferrer
, Michael C. Gwynne
, Ray Wise
, Karmin Murcelo
, Paul Stewart
, Jordan Christopher
, Adrienne Barbeau
, Mel Ferrer
, Felton Perry
, Wally Taylor
, Michele Greene
, Barbara Pilavin
, William Bryan Curran
",English,"[' Drama', ' ', None, None, None]",English, Comworld Productions,
477,6.3,Camille (TV Movie 1984) - IMDb,"
                    Camille is a courtesan in Paris. She falls deeply in love with a young man of promise, Armand Duval. When Armand's father begs her not to ruin his hope of a career and position by marrying ...
                    "," Greta Scacchi
, Colin Firth
, John Gielgud
, Billie Whitelaw
, Patrick Ryecart
, Denholm Elliott
, Ben Kingsley
, Lila Kaye
, Rachel Kempson
, Ronald Pickup
, Julie Dawn Cole
, Natalie Ogle
, Nicholas Hawtrey
, Richard Beale
, Cazz Scattergood
",English,"[' Drama', ' ', None, None, None]",English, Hallmark Hall of Fame Productions,
"1,182",6.6,Murder with Mirrors (TV Movie 1985) - IMDb,"
                    When Carrie Louise Serrocold (Bette Davis) suspects that someone is trying to poison her, she sends for the one person who might be able to help, her old friend Miss Jane Marple (Helen Hayes).
            "," Helen Hayes
, Bette Davis
, John Mills
, Leo McKern
, Liane Langland
, John Laughlin
, Dorothy Tutin
, Anton Rodgers
, Frances de la Tour
, John Woodvine
, James Coombes
, Tim Roth
, Christopher Fairbank
, Amanda Maynard
",English,"[' Crime', ' ', ' Romance', None, None]",English, Hajeno Productions,
22,7.9,Salute to Lady Liberty (1984) - IMDb,"
                    "," Betty Buckley
, Ray Charles
, John Denver
, Kirk Douglas
, Louis Jourdan
, Liza Minnelli
, Kenny Rogers
, Frank Sinatra
, Ben Vereen
, Byron Allen
, Walter Cronkite
, Dallas Cowboys Cheerleaders
, Charlie Daniels
, Anne Douglas
, Linda Gray
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
39,6.7,Words by Heart (TV Movie 1985) - IMDb,"
                    The only black family living in a small midwestern town at the turn of the century confront prejudice, as seen through the eyes of the young daughter.
            "," Robert Hooks
, Charlotte Rae
, Alfre Woodard
, Fran Robinson
, Ed Call
, Leo Geter
, Rance Howard
, Robert Jayne
, Bill Zuckert
, Michael Byers
, Gino De Mauro
, Elyse Donalson
, Dennis Robertson
, Cory Tyler
, Scott Cameron
",English,"[' Drama', ' ', None, None, None]",English, Martin Tahse Productions, Martin Tahse Productions
