,finalist,year,winner_Nominee,item_award,award_description
8353,Joanne Woodward,1960,Winner,Zulueta Prize,Best Actress
8354,Joanne Woodward,2006,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
8355,Joanne Woodward,1992,Winner,Kennedy Center Honors,
8356,Joanne Woodward,2006,Nominee,TV Land Award,Blockbuster Movie of the Week
8357,Joanne Woodward,1960,Winner,Star on the Walk of Fame,Motion Picture
8358,Sterling K. Brown,2018,Winner,Golden Globe,Best Performance by an Actor in a Television Series - Drama
8359,Sterling K. Brown,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
8360,Sterling K. Brown,2019,Winner,AAFCA Award,Best Performance - Male
8361,Sterling K. Brown,2013,Nominee,Best Performance by an Actor,
8362,Sterling K. Brown,2018,Nominee,BET Award,Best Actor
8363,Sterling K. Brown,2020,Nominee,Black Reel,"Outstanding Supporting Actor, Motion Picture"
8364,Sterling K. Brown,2020,Winner,Black Reel,"Outstanding Actor, Drama Series"
8365,Sterling K. Brown,2020,Nominee,Critics Choice Award,Best Actor in a Drama Series
8366,Sterling K. Brown,2016,Winner,Critics' Choice TV Award,Best Supporting Actor in a Movie Made for Television or Limited Series
8367,Sterling K. Brown,2018,Nominee,Dorian Award,TV Performance of the Year - Actor
8368,Sterling K. Brown,2019,Winner,Gold Derby TV Award,TV Movie/Mini Supporting Actor of the Decade
8369,Sterling K. Brown,2020,Nominee,HCA Award,Best Supporting Actor
8370,Sterling K. Brown,2020,Nominee,Image Award,Outstanding Character Voice-Over Performance (Television or Motion Picture)
8371,Sterling K. Brown,2019,Nominee,OAFFC Award,Best Supporting Male
8372,Sterling K. Brown,2020,Nominee,OFTA Television Award,Best Actor in a Drama Series
8373,Sterling K. Brown,2019,Nominee,People's Choice Award,Favorite Male TV Star
8374,Sterling K. Brown,2020,Nominee,Actor,Outstanding Performance by a Male Actor in a Drama Series
8375,Sterling K. Brown,2019,Nominee,Teen Choice Award,Choice TV Actor: Drama
8376,Sterling K. Brown,2017,Nominee,TCA Award,Individual Achievement in Drama
8377,Charlize Theron,2020,Nominee,Oscar,Best Performance by an Actress in a Leading Role
8378,Charlize Theron,2020,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
8379,Charlize Theron,2005,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
8380,Charlize Theron,2020,Nominee,BAFTA Film Award,Best Leading Actress
8381,Charlize Theron,2020,Nominee,AACTA International Award,Best Lead Actress
8382,Charlize Theron,2016,Winner,Saturn Award,Best Actress
8383,Charlize Theron,2019,Nominee,EDA Special Mention Award,Bravest Performance
8384,Charlize Theron,2015,Nominee,AFCA Award,Best Actress
8385,Charlize Theron,2015,Nominee,AACTA Award,Best Lead Actress
8386,Charlize Theron,2016,Nominee,AFCA Award,Best Actress
8387,Charlize Theron,2015,Nominee,ACCA,Best Actress in a Leading Role
8388,Charlize Theron,2000,Winner,Bambi,Shooting Star: Female
8389,Charlize Theron,2017,Winner,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
8390,Charlize Theron,2004,Winner,Silver Berlin Bear,Best Actress
8391,Charlize Theron,2001,Nominee,Blockbuster Entertainment Award,Favorite Actress - Drama/Romance
8392,Charlize Theron,2020,Nominee,Critics Choice Award,Best Actress
8393,Charlize Theron,2004,Winner,Krzysztof Kieslowski Award,
8394,Charlize Theron,2016,Nominee,COFCA Award,Best Actress
8395,Charlize Theron,2015,Nominee,CFCA Award,Best Actress
8396,Charlize Theron,2019,Winner,CinemaCon Award,Comedy Stars of the Year
8397,Charlize Theron,2019,Nominee,CinEuphoria,Best Actress - International Competition
8398,Charlize Theron,2007,Winner,Half-Life Award,
8399,Charlize Theron,2020,Winner,Spotlight Award,
8400,Charlize Theron,2019,Nominee,DFWFCA Award,Best Actress
8401,Charlize Theron,2016,Nominee,DFCS Award,Best Actress
8402,Charlize Theron,2019,Nominee,DFCS Award,Best Actress
8403,Charlize Theron,2018,Nominee,DFCC,Best Actress
8404,Charlize Theron,2005,Winner,Icon Award,
8405,Charlize Theron,2016,Nominee,Empire Award,Best Actress
8406,Charlize Theron,1998,Nominee,Chainsaw Award,Best Supporting Actress
8407,Charlize Theron,2016,Nominee,FCCA Award,Best Actress
8408,Charlize Theron,2004,Winner,Independent Spirit Award,Best First Feature
8409,Charlize Theron,2019,Nominee,FFCC Award,Best Actress
8410,Charlize Theron,2016,Nominee,GAFCA Award,Best Actress
8411,Charlize Theron,2006,Winner,Vanguard Award,
8412,Charlize Theron,2016,Nominee,Gold Derby Award,Lead Actress
8413,Charlize Theron,2006,Winner,Golden Camera,Best International Actress
8414,Charlize Theron,2017,Nominee,Golden Schmoes,Best T&A of the Year
8415,Charlize Theron,2011,Winner,Tribute Award,
8416,Charlize Theron,2008,Winner,Woman of the Year,
8417,Charlize Theron,2020,Nominee,HFCS Award,Best Actress
8418,Charlize Theron,2020,Nominee,HCA Award,Best Actress
8419,Charlize Theron,2005,Winner,Hollywood Film Award,Actress of the Year
8420,Charlize Theron,2020,Nominee,HFCS Award,Best Actress
8421,Charlize Theron,2015,Nominee,ICP Award,Best Lead Actress
8422,Charlize Theron,2004,Nominee,ICS Award,Best Actress
8423,Charlize Theron,2018,Nominee,Halfway Award,Best Actress
8424,Charlize Theron,2010,Winner,IOFCP Award,Best Actress of the Decade
8425,Charlize Theron,2004,Nominee,Audience Award,Best International Actress
8426,Charlize Theron,2012,Nominee,IOMA,Best Actress (Miglior attrice protagonista)
8427,Charlize Theron,2019,Winner,Jupiter Award,Best International Actress
8428,Charlize Theron,2015,Winner,KCFCC Award,Best Actress
8429,Charlize Theron,2017,Nominee,Blimp Award,Favorite Villain
8430,Charlize Theron,2004,Winner,Sierra Award,Best Actress
8431,Charlize Theron,2019,Nominee,Leo,Best Motion Picture
8432,Charlize Theron,2020,Nominee,ALFS Award,Actress of the Year
8433,Charlize Theron,2004,Nominee,LAFCA Award,Best Actress
8434,Charlize Theron,2006,Winner,Spirit of Independence Award,
8435,Charlize Theron,2018,Nominee,LAOFCS Award,Best Actress
8436,Charlize Theron,2005,Winner,Best Actress,Feature Film
8437,Charlize Theron,2018,Nominee,MTV Movie + TV Award,Best Fight
8438,Charlize Theron,2020,Nominee,MCFCA Award,Best Actress
8439,Charlize Theron,2003,Winner,NBR Award,Breakthrough Performance by an Actress
8440,Charlize Theron,2004,Winner,NSFC Award,Best Actress
8441,Charlize Theron,2019,Winner,NFCS Award,Best Actress
8442,Charlize Theron,2003,Nominee,NYFCC Award,Best Actress
8443,Charlize Theron,2003,Winner,NYFCO Award,Best Actress
8444,Charlize Theron,2020,Nominee,NCFCA Award,Best Actress
8445,Charlize Theron,2019,Winner,NTFCA Award,Best Actress
8446,Charlize Theron,2004,Nominee,NRJ Ciné Award,Most Glamorous Actress (Actrice la plus glamour)
8447,Charlize Theron,2018,Nominee,OAFFC Award,Best Female Lead
8448,Charlize Theron,2005,Winner,OFTA Television Award,Best Guest Actress in a Comedy Series
8449,Charlize Theron,2015,Nominee,OFCS Award,Best Actress
8450,Charlize Theron,2020,Winner,International Star Award,
8451,Charlize Theron,2016,Nominee,People's Choice Award,Favorite Action Movie Actress
8452,Charlize Theron,2015,Nominee,PFCS Award,Best Actress in a Leading Role
8453,Charlize Theron,2015,Nominee,Razzie Award,Worst Actress
8454,Charlize Theron,2015,Nominee,SDFCS Award,Best Actress
8455,Charlize Theron,2019,Nominee,SFFCC Award,Best Actress
8456,Charlize Theron,2016,Nominee,Sant Jordi,Best Actress in a Foreign Film (Mejor Actriz en Película Extranjera)
8457,Charlize Theron,2004,Winner,Outstanding Performer of the Year Award,
8458,Charlize Theron,2019,Nominee,Satellite Award,"Best Actress in a Motion Picture, Drama"
8459,Charlize Theron,2020,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
8460,Charlize Theron,2003,Nominee,Seattle Film Critics Award,Best Actress
8461,Charlize Theron,2005,Winner,VGA,Best Performance by a Human Female
8462,Charlize Theron,2019,Nominee,SLFCA Award,Best Actress
8463,Charlize Theron,2017,Nominee,Teen Choice Award,Choice Movie Villain
8464,Charlize Theron,2005,Nominee,Stinker Award,Worst Actress
8465,Charlize Theron,2003,Winner,UFCA Award,Best Actress
8466,Charlize Theron,2006,Nominee,VFCC Award,Best Actress
8467,Charlize Theron,2015,Nominee,VVFP Award,Best Actress
8468,Charlize Theron,2005,Winner,Star on the Walk of Fame,Motion Picture
8469,Charlize Theron,2015,Nominee,WAFCA Award,Best Actress
8470,Charlize Theron,2017,Nominee,Courage in Acting Award,
8471,Tyler Perry,2020,Winner,Governor's Award,
8472,Tyler Perry,2009,Winner,Movies for Grownups Award,Best Buddy Picture
8473,Tyler Perry,2014,Nominee,Hollywood Award,Artist of the Year
8474,Tyler Perry,2014,Winner,AAFCA Award,Best Supporting Actor
8475,Tyler Perry,2009,Nominee,EDA Award,Best Picture
8476,Tyler Perry,2019,Winner,BET Award,Ultimate Icon
8477,Tyler Perry,2005,Winner,BET Comedy Award,Outstanding Lead Actor in a Theatrical Film
8478,Tyler Perry,2013,Winner,Pioneer Award,
8479,Tyler Perry,2006,Nominee,Black Movie Award,Outstanding Achievement in Screenwriting
8480,Tyler Perry,2015,Nominee,Black Reel,"Outstanding Supporting Actor, Motion Picture"
8481,Randy Quaid,1974,Nominee,Oscar,Best Actor in a Supporting Role
8482,Randy Quaid,2006,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
8483,Randy Quaid,2005,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
8484,Tyler Perry,2009,Winner,BSFC Award,Best Ensemble Cast
8485,Tyler Perry,2015,Nominee,COFCA Award,Best Ensemble
8486,Tyler Perry,2011,Winner,CinemaCon Award,Visionary Award
8487,Tyler Perry,2015,Nominee,GAFCA Award,Best Ensemble
8488,Tyler Perry,2015,Nominee,Gold Derby Award,Ensemble Cast
8489,Tyler Perry,2020,Nominee,Entertainer of the Year Award,
8490,Tyler Perry,2014,Nominee,ICP Award,Best Supporting Actor
8491,Tyler Perry,2010,Nominee,Blimp Award,Favorite Movie Actor
8492,Tyler Perry,2017,Nominee,Grace Award,Most Inspiring Performance in Movies
8493,Tyler Perry,2006,Nominee,MTV Movie Award,Best Comedic Performance
8494,Tyler Perry,2020,Nominee,Razzie Award,Worst Supporting Actor
8495,Randy Quaid,1975,Nominee,BAFTA Film Award,Best Supporting Actor
8496,Randy Quaid,2005,Nominee,ACCA,Best Cast Ensemble
8497,Randy Quaid,2006,Nominee,COFCA Award,Best Ensemble
8498,Randy Quaid,1993,Nominee,Chainsaw Award,Best Supporting Actor
8499,Randy Quaid,1989,Winner,Best Actor,
8500,Randy Quaid,1990,Nominee,Independent Spirit Award,Best Male Lead
8501,Randy Quaid,2006,Nominee,Gold Derby Award,Ensemble Cast
8502,Randy Quaid,2005,Nominee,Gotham Independent Film Award,Best Ensemble Performance
8503,Randy Quaid,2019,Nominee,Best Supporting Actor,Best Supporting Actor
8504,Randy Quaid,2018,Nominee,Festival Award,Best Supporting Actor in a Feature Film
8505,Randy Quaid,2005,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
8506,Randy Quaid,1988,Winner,Peabody Award,Winner
8507,Randy Quaid,2005,Winner,Satellite Award,"Outstanding Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
8508,Randy Quaid,2006,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
8509,Randy Quaid,2002,Nominee,Stinker Award,Worst Supporting Actor
8510,Tyler Perry,2005,Winner,Stinker Award,Worst Supporting Actor
8511,Tyler Perry,2014,Nominee,VVFP Award,Best Supporting Actor
8512,Tyler Perry,2019,Winner,Star on the Walk of Fame,Motion Picture
8513,Randy Quaid,2009,Winner,VFCC Award,Best Supporting Actor in a Canadian Film
8514,Randy Quaid,2003,Winner,Star on the Walk of Fame,Motion Picture
8515,Randy Quaid,2000,Winner,Bronze Wrangler,Television Feature Film
8516,Jane Alexander,1984,Nominee,Oscar,Best Actress in a Leading Role
8517,Jane Alexander,1984,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
8518,Jane Alexander,2005,Winner,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
8519,Jane Alexander,2013,Winner,ACTRA Maritimes Award,Outstanding Performance - Female
8520,Jane Alexander,1989,Nominee,ACE,Supporting Actress in a Movie or Miniseries
8521,Jane Alexander,2015,Nominee,Canadian Screen Award,Best Performance by an Actress in a Featured Supporting Role in a Dramatic Program or Series
8522,Jane Alexander,2005,Nominee,Daytime Emmy,Outstanding Performer in a Children/Youth/Family Special
8523,Jane Alexander,2005,Winner,Faith Hubley 'Web of Life' Award,
8524,Jane Alexander,1971,Nominee,Golden Laurel,"Star of Tomorrow, Female"
8525,Jane Alexander,1983,Nominee,LAFCA Award,Best Actress
8526,Jane Alexander,1980,Nominee,NSFC Award,Best Supporting Actress
8527,Jane Alexander,1979,Nominee,NYFCC Award,Best Supporting Actress
8528,Jane Alexander,1993,Winner,Muse Award,
8529,Jane Alexander,2014,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
8530,Jane Alexander,2017,Winner,Master of Cinema,
8531,Jane Alexander,2005,Nominee,Satellite Award,"Outstanding Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
8532,Jane Alexander,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
8533,Jane Alexander,1985,Winner,Bronze Wrangler,Fictional Television Drama
8534,Jane Alexander,1996,Winner,Humanitarian Award,
8535,Philip Seymour Hoffman,2013,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
8536,Philip Seymour Hoffman,2013,Nominee,Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture
8537,Philip Seymour Hoffman,2005,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
8538,Philip Seymour Hoffman,2013,Nominee,BAFTA Film Award,Best Supporting Actor
8539,Philip Seymour Hoffman,2018,Winner,Felix,Best Supporting Actor
8540,Philip Seymour Hoffman,2007,Nominee,Saturn Award,Best Supporting Actor
8541,Philip Seymour Hoffman,2013,Winner,EDA Award,Best Supporting Actor
8542,Philip Seymour Hoffman,2006,Winner,AFCA Award,Best Actor
8543,Philip Seymour Hoffman,2012,Winner,ACCA,Best Actor in a Supporting Role
8544,Philip Seymour Hoffman,2001,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Drama/Romance
8545,Philip Seymour Hoffman,2005,Winner,BSFC Award,Best Actor
8546,Philip Seymour Hoffman,2013,Winner,Critics Choice Award,Best Supporting Actor
8547,Philip Seymour Hoffman,2013,Nominee,COFCA Award,Best Supporting Actor
8548,Philip Seymour Hoffman,2012,Winner,CFCA Award,Best Supporting Actor
8549,Philip Seymour Hoffman,2013,Nominee,Chlotrudis Award,Best Supporting Actor
8550,Philip Seymour Hoffman,2012,Nominee,DFWFCA Award,Best Supporting Actor
8551,Philip Seymour Hoffman,2010,Nominee,Daytime Emmy,Outstanding Performer in an Animated Program
8552,Philip Seymour Hoffman,2013,Winner,DFCS Award,Best Supporting Actor
8553,Philip Seymour Hoffman,2012,Nominee,DFCS Award,Best Supporting Actor
8554,Philip Seymour Hoffman,2014,Nominee,DFCC,Best Actor
8555,Philip Seymour Hoffman,2003,Winner,Best Actor,
8556,Philip Seymour Hoffman,2015,Winner,Días de Cine Award,Best Foreign Actor
8557,Philip Seymour Hoffman,2009,Winner,Robert Altman Award,
8558,Philip Seymour Hoffman,2012,Winner,FFCC Award,Best Supporting Actor
8559,Philip Seymour Hoffman,2007,Winner,Jury Award,Best Actor
8560,Philip Seymour Hoffman,2004,Nominee,Genie,Best Performance by an Actor in a Leading Role
8561,Philip Seymour Hoffman,2013,Winner,GAFCA Award,Best Supporting Actor
8562,Philip Seymour Hoffman,2020,Nominee,Gold Derby Award,Supporting Actor of the Decade
8563,Philip Seymour Hoffman,2012,Nominee,Golden Schmoes,Best Supporting Actor of the Year
8564,Philip Seymour Hoffman,2008,Winner,Gotham Independent Film Award,Best Ensemble Performance
8565,Philip Seymour Hoffman,2013,Nominee,HFCS Award,Best Supporting Actor
8566,Philip Seymour Hoffman,2012,Nominee,IGN Award,Best Movie Actor
8567,Philip Seymour Hoffman,2012,Winner,ICP Award,Best Supporting Performance
8568,Philip Seymour Hoffman,2013,Winner,ICS Award,Best Supporting Actor
8569,Philip Seymour Hoffman,2013,Winner,INOCA,Best Supporting Actor
8570,Philip Seymour Hoffman,2012,Winner,IOFCP Award,Best Supporting Actor
8571,Philip Seymour Hoffman,2007,Winner,IFCS Award,Best Actor
8572,Philip Seymour Hoffman,2008,Winner,IFC Award,Best Actor
8573,Philip Seymour Hoffman,2013,Nominee,IOMA,Best Supporting Actor (Miglior attore non protagonista)
8574,Philip Seymour Hoffman,2012,Winner,KCFCC Award,Best Supporting Actor
8575,Philip Seymour Hoffman,2013,Winner,ALFS Award,Supporting Actor of the Year
8576,Philip Seymour Hoffman,2005,Winner,LAFCA Award,Best Actor
8577,Philip Seymour Hoffman,2008,Winner,NBR Award,Best Acting by an Ensemble
8578,Philip Seymour Hoffman,2013,Nominee,NFS Award,Best Duo
8579,Philip Seymour Hoffman,2013,Nominee,NSFC Award,Best Supporting Actor
8580,Philip Seymour Hoffman,2005,Nominee,NYFCC Award,Best Actor
8581,Philip Seymour Hoffman,2005,Winner,NYFCO Award,Best Actor
8582,Philip Seymour Hoffman,2013,Winner,NCFCA Award,Best Supporting Actor
8583,Philip Seymour Hoffman,2012,Winner,OFCC Award,Best Supporting Actor
8584,Philip Seymour Hoffman,2019,Winner,OFTA Film Hall of Fame,Acting
8585,Philip Seymour Hoffman,2013,Winner,OFCS Award,Best Supporting Actor
8586,Philip Seymour Hoffman,2012,Winner,PFCS Award,Best Actor in a Supporting Role
8587,Philip Seymour Hoffman,2012,Nominee,SDFCS Award,Best Supporting Actor
8588,Philip Seymour Hoffman,2009,Nominee,Golden Capital,Best Actor
8589,Philip Seymour Hoffman,2009,Winner,Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero)
8590,Philip Seymour Hoffman,2006,Winner,American Riviera Award,
8591,Philip Seymour Hoffman,2012,Nominee,Satellite Award,Best Actor in a Supporting Role
8592,Philip Seymour Hoffman,2013,Nominee,Actor,Outstanding Performance by a Male Actor in a Supporting Role
8593,Philip Seymour Hoffman,2007,Winner,Critics Award,Best Foreign Actor (Melhor Ator Estrangeiro)
8594,Philip Seymour Hoffman,2012,Winner,SEFCA Award,Best Supporting Actor
8595,Philip Seymour Hoffman,2012,Winner,SLFCA Award,"Special Merit (for best scene, cinematic technique or other memorable aspect or moment)"
8596,Philip Seymour Hoffman,2012,Winner,TFCA Award,Best Supporting Actor
8597,Philip Seymour Hoffman,2012,Nominee,UFCA Award,Best Supporting Actor
8598,Philip Seymour Hoffman,2013,Winner,VFCC Award,Best Supporting Actor
8599,Philip Seymour Hoffman,2012,Winner,Volpi Cup,Best Actor
8600,Philip Seymour Hoffman,2000,Winner,Best Actor,
8601,Philip Seymour Hoffman,2012,Nominee,VVFP Award,Best Actor
8602,Philip Seymour Hoffman,2012,Winner,WAFCA Award,Best Supporting Actor
